,tSNE-1,tSNE-2
F2S4_160115_025_H01,-19.12437917449751,52.29032235533998
F2S4_160115_026_A01,-17.92693192980131,36.89148142249629
F2S4_160115_026_B01,-17.37617749555136,24.495074764039465
F2S4_160115_026_C01,-2.686096455813282,18.533822961054252
F2S4_160115_026_D01,-32.57598331974277,54.49249428251644
F2S4_160115_026_E01,5.736223058190509,21.109249939955127
F2S4_160115_026_F01,-56.02108438359069,-8.950723862928273
F2S4_160115_026_G01,-29.99574476616769,12.82792515751642
F2S4_160115_026_H01,-33.299009966781426,13.557986444395283
F2S4_160115_027_A01,-11.902783244000458,19.636485320436268
F2S4_160115_027_B01,-32.76715497112276,8.90080650429397
F2S4_160115_027_C01,-32.17017723499802,55.121498659737526
F2S4_160115_027_D01,5.869412906412212,19.631986101454835
F2S4_160115_027_E01,-18.651236038458187,51.6023244028992
F2S4_160115_027_F01,21.61612724095805,31.0888312926638
F2S4_160115_027_G01,-2.831517427584534,17.921949787084458
F2S4_160115_027_H01,-16.09542387950985,53.0374583032572
F2S4_160114_013_A01,-33.12224470351052,53.91231180806507
F2S4_160114_013_B01,-33.92390298211342,54.508913825863736
F2S4_160114_013_C01,-32.41787107349279,55.23423106824331
F2S4_160114_013_D01,-11.014505179488935,24.430354206969383
F2S4_160114_013_E01,-50.842704375031964,41.14372629390388
F2S4_160114_013_F01,-33.71215223925197,60.54756288263565
F2S4_160114_013_G01,-37.3476048931042,29.751365004512042
F2S4_160114_013_H01,-18.12588365689967,52.42583784193376
F2S4_160114_005_A01,48.283824168328195,48.39876159379558
F2S4_160114_005_B01,45.80929418539156,26.53786528586729
F2S4_160114_005_C01,-51.4783095895151,19.561200939853144
F2S4_160114_005_D01,-30.45189235356442,9.866086961195014
F2S4_160114_005_E01,-51.67041649238889,19.824609820649602
F2S4_160114_005_F01,-54.931295536288694,19.215608025197753
F2S4_160114_005_G01,48.25255238581307,14.930020298195926
F2S4_160114_006_A01,-31.67684332743172,9.34276989380336
F2S4_160114_006_B01,33.01266273204453,60.93957936323442
F2S4_160114_006_C01,5.98321423199995,20.028976100573033
F2S4_160114_006_D01,36.67395226885145,56.38023268136313
F2S4_160114_006_E01,56.78173435782587,15.89826055105779
F2S4_160114_006_F01,47.95149822194454,49.17103472583375
F2S4_160114_006_G01,47.270742137134626,46.7013270621596
F2S4_160114_006_H01,-46.7713769464467,20.957681254461345
F2S4_160114_014_A01,-51.370155317637995,42.28894491737443
F2S4_160114_014_B01,-18.148206388992214,35.910624595127445
F2S4_160114_014_C01,-2.9588533643115675,17.633534571060675
F2S4_160114_014_D01,-32.89561064616423,9.634572188977359
F2S4_160114_014_E01,-17.902563627766938,52.61549887216747
F2S4_160114_014_F01,-19.312359542075136,25.773386902571303
F2S4_160114_014_G01,-14.503456549799468,26.00273448602647
F2S4_160114_014_H01,18.05765095945678,12.78483493797315
F2S4_160114_015_A01,37.84896801881897,28.489533032482786
F2S4_160114_015_C01,27.56064464434259,24.610800904963387
F2S4_160114_015_D01,5.5409032721057825,54.360854691780574
F2S4_160114_015_E01,1.6396725704429556,67.64547112737337
F2S4_160114_015_F01,7.68233038304949,46.10257727652993
F2S4_160114_015_G01,21.852679774156524,29.50109305845097
F2S4_160114_015_H01,1.8906639442494462,67.6943444069579
F2S4_160114_020_A01,-43.48466842826203,22.780302502554683
F2S4_160114_020_B01,3.693153227937052,15.32301170469873
F2S4_160114_020_C01,-39.37619648807374,26.980332241106932
F2S4_160114_020_D01,-2.882759777045668,17.874786613649185
F2S4_160114_020_E01,-45.73730645591566,18.920191039516943
F2S4_160114_020_F01,-18.524347344211115,24.788091380871485
F2S4_160114_020_G01,-32.018095175996876,9.427336642930713
F2S4_160114_020_H01,-32.708617203330505,54.24773549823096
F2S4_160114_021_A01,-1.540381103988849,21.604091683452452
F2S4_160114_021_B01,-38.131987919828084,29.610376837111197
F2S4_160114_021_C01,-51.82464636189862,19.721643082512603
F2S4_160114_021_D01,-9.207010717780012,24.153727850980385
F2S4_160114_021_E01,-32.84885003058409,58.124682816935874
F2S4_160114_021_F01,-61.3643239471682,38.71462067178613
F2S4_160114_021_G01,7.600575329819993,15.616300005757976
F2S4_160114_021_H01,-34.163010276937186,60.83849289160689
F2S4_160115_007_A01,-41.95171804519891,25.707172224451934
F2S4_160115_007_B01,-49.59667885718675,40.31442788098439
F2S4_160115_007_C01,7.91527988197606,14.580186975845471
F2S4_160115_007_D01,-52.2002684971833,39.71613166001408
F2S4_160115_007_E01,-32.778143252615166,8.790391542311877
F2S4_160115_007_F01,-43.485416154332476,46.828840434966686
F2S4_160115_007_G01,-51.188988739236954,38.349326050585994
F2S4_160115_007_H01,6.70725789878902,17.774886247623854
F2S4_160115_008_A01,-57.284226149411516,-13.356899828259245
F2S4_160115_008_B01,-56.559567891732804,-12.376494539919225
F2S4_160115_008_C01,4.268928215756272,16.301838374467234
F2S4_160115_008_D01,-35.58861868600386,60.27348633937434
F2S4_160115_008_E01,-32.18450627846964,57.17471852781994
F2S4_160115_008_F01,-18.84996645417995,24.85287930031387
F2S4_160115_008_G01,-37.82768252487856,27.713112757432494
F2S4_160115_008_H01,-3.480284953769466,18.020553038826552
F2S4_160115_011_A01,28.964116832771595,27.194764267567056
F2S4_160115_011_B01,5.269680009174095,54.16394382626686
F2S4_160115_011_C01,-51.42816012660923,19.295104720114367
F2S4_160115_011_D01,47.55209903127056,27.080128148712948
F2S4_160115_011_E01,-53.00292891988215,38.323617524877804
F2S4_160115_011_F01,-59.18228170723174,36.29613810808857
F2S4_160115_011_G01,39.07838351224199,29.110543628176824
F2S4_160115_011_H01,37.933631487837815,28.557659586749203
F2S4_160115_012_A01,28.26351861088773,27.019525595907943
F2S4_160115_012_B01,-57.83506391336631,-12.832149379165914
F2S4_160115_012_C01,-59.79954112291323,40.26278443071735
F2S4_160115_012_D01,-39.03956996186222,29.876781539531205
F2S4_160115_012_E01,-60.077092422396134,38.03279142469175
F2S4_160115_012_F01,27.624368809835385,28.050703119971026
F2S4_160115_012_G01,-56.755124336890866,-12.550750368329624
F2S4_160115_012_H01,-50.734660720992174,16.134977336535922
F2S4_160119_005_A01,-44.201944432034864,20.695410597012852
F2S4_160119_005_B01,-32.25693101726743,9.882156242155467
F2S4_160119_005_D01,4.91606215973996,16.25427956274008
F2S4_160119_005_E01,-50.85832994815583,39.17514030776095
F2S4_160119_005_F01,-38.89763516773356,27.371209532019346
F2S4_160119_005_G01,6.438011920542626,16.302310997634127
F2S4_160119_005_H01,-33.25753172959988,53.724442504866346
F2S4_160119_006_A01,-19.952392496493978,32.877785692423
F2S4_160119_006_B01,-17.091212355574847,38.674351936820194
F2S4_160119_006_C01,-20.218647262299484,32.16782904897314
F2S4_160119_006_D01,-10.042105108388673,19.439855973996163
F2S4_160119_006_E01,4.9834625730954505,21.757107182178622
F2S4_160119_006_F01,-17.941561158050153,24.202005638083573
F2S4_160119_006_G01,-17.24138393954755,24.32025723856138
F2S4_160119_006_H01,-19.26174771758844,26.321700775969003
F2S4_160120_001_A01,-7.996569416938565,-72.48147241806717
F2S4_160120_001_B01,-2.4548841174452023,-67.83790832446954
F2S4_160120_001_C01,-10.201057104071925,-65.88456771732284
F2S4_160120_001_D01,-7.264825834769423,-73.61859813870842
F2S4_160120_001_E01,-4.03711160866619,-70.50448129439906
F2S4_160120_001_F01,-6.861609351008869,-71.85151107186456
F2S4_160120_001_G01,-4.170193239693728,-70.14186244738315
F2S4_160120_001_H01,-7.560925718169483,-73.63996042833273
F2S4_160120_002_A01,-12.312792727751058,-67.44809471124721
F2S4_160120_002_B01,-12.0564476811132,-66.52021564440875
F2S4_160120_002_C01,-5.481095200853122,-70.9880732181312
F2S4_160120_002_D01,-5.046386077200837,-70.20709844990573
F2S4_160120_002_E01,-11.85182348824441,-66.3613862085687
F2S4_160120_002_F01,-2.14095207295849,-67.68151776202671
F2S4_160120_002_G01,-7.801623175200856,-64.64984156790639
F2S4_160120_002_H01,-7.505892251069666,-73.22933839917337
F2S4_160120_006_B01,-30.62169677027653,-50.04906878378735
F2S4_160120_006_C01,-32.74523833332016,-49.793643340503515
F2S4_160120_006_D01,-30.728437182597023,-47.45112258681313
